date,day,week,month,product,division,service,usage_value,usage_unit
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Data Engineering,CloudWatch,43.33,GB
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Data Engineering,Glue,2.78,DPU_hours
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Data Engineering,Redshift,4.76,hours
2025-01-21,Tuesday,Week 3,Month 1,Customer App,AI Engineering,Athena,0.0102,TB
2025-01-21,Tuesday,Week 3,Month 1,Customer App,AI Engineering,Lambda,24786.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Customer App,AI Engineering,CloudWatch,14.09,GB
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Platform / Cloud Operations,Bedrock,56947.0,tokens
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Platform / Cloud Operations,CloudWatch,21.87,GB
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Platform / Cloud Operations,S3,38.89,GB
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Business Analytics,Athena,0.0182,TB
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Business Analytics,CloudWatch,46.65,GB
2025-01-21,Tuesday,Week 3,Month 1,Customer App,Business Analytics,Glue,0.85,DPU_hours
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Product Engineering,Redshift,3.24,hours
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Product Engineering,Lambda,37623.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Product Engineering,CloudWatch,24.01,GB
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Data Engineering,EC2,1.65,hours
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Data Engineering,Bedrock,36728.0,tokens
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Data Engineering,S3,43.05,GB
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,AI Engineering,Athena,0.0085,TB
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,AI Engineering,Redshift,3.47,hours
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,AI Engineering,Lambda,36732.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Platform / Cloud Operations,EC2,3.09,hours
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Platform / Cloud Operations,Lambda,42652.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Platform / Cloud Operations,Redshift,5.32,hours
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Business Analytics,Lambda,29387.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Business Analytics,Redshift,1.56,hours
2025-01-21,Tuesday,Week 3,Month 1,Analytics Platform,Business Analytics,S3,37.35,GB
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Product Engineering,Athena,0.0051,TB
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Product Engineering,S3,16.38,GB
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Product Engineering,CloudWatch,44.14,GB
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Data Engineering,S3,21.36,GB
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Data Engineering,Glue,2.21,DPU_hours
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Data Engineering,EC2,6.86,hours
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,AI Engineering,Athena,0.0012,TB
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,AI Engineering,Redshift,2.9,hours
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,AI Engineering,Glue,0.62,DPU_hours
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Platform / Cloud Operations,Lambda,2363.0,requests
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Platform / Cloud Operations,Redshift,1.9,hours
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Platform / Cloud Operations,Bedrock,96181.0,tokens
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Business Analytics,Lambda,46258.0,requests
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Business Analytics,CloudWatch,43.45,GB
2025-01-21,Tuesday,Week 3,Month 1,AI Assistant,Business Analytics,Glue,4.31,DPU_hours
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Product Engineering,S3,24.42,GB
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Product Engineering,Bedrock,9783.0,tokens
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Product Engineering,Lambda,38999.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Data Engineering,Lambda,42176.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Data Engineering,Athena,0.0097,TB
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Data Engineering,Glue,4.88,DPU_hours
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,AI Engineering,CloudWatch,30.98,GB
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,AI Engineering,Redshift,2.32,hours
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,AI Engineering,EC2,7.59,hours
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Platform / Cloud Operations,Athena,0.0046,TB
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Platform / Cloud Operations,Glue,4.8,DPU_hours
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Platform / Cloud Operations,Bedrock,29755.0,tokens
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Business Analytics,S3,8.22,GB
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Business Analytics,Bedrock,61704.0,tokens
2025-01-21,Tuesday,Week 3,Month 1,Internal Data Platform,Business Analytics,Lambda,7949.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Product Engineering,Athena,0.0131,TB
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Product Engineering,Bedrock,20934.0,tokens
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Product Engineering,Lambda,11265.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Data Engineering,CloudWatch,38.0,GB
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Data Engineering,Athena,0.0097,TB
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Data Engineering,Lambda,24912.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,AI Engineering,EC2,4.46,hours
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,AI Engineering,CloudWatch,18.21,GB
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,AI Engineering,Lambda,1470.0,requests
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Platform / Cloud Operations,S3,48.62,GB
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Platform / Cloud Operations,Bedrock,73939.0,tokens
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Platform / Cloud Operations,CloudWatch,11.4,GB
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Business Analytics,CloudWatch,7.44,GB
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Business Analytics,Redshift,3.24,hours
2025-01-21,Tuesday,Week 3,Month 1,Innovation Lab Projects,Business Analytics,EC2,7.8,hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Product Engineering,Redshift,3.51,hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Product Engineering,Athena,0.0022,TB
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Product Engineering,Glue,3.53,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Data Engineering,S3,26.58,GB
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Data Engineering,Redshift,5.65,hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Data Engineering,EC2,2.69,hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,AI Engineering,Bedrock,34293.0,tokens
2025-01-22,Wednesday,Week 4,Month 1,Customer App,AI Engineering,Glue,0.97,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,AI Engineering,Athena,0.0103,TB
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Platform / Cloud Operations,Glue,0.76,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Platform / Cloud Operations,EC2,6.51,hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Platform / Cloud Operations,Redshift,2.92,hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Business Analytics,S3,20.89,GB
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Business Analytics,Redshift,6.68,hours
2025-01-22,Wednesday,Week 4,Month 1,Customer App,Business Analytics,CloudWatch,38.04,GB
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Product Engineering,Athena,0.0057,TB
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Product Engineering,Glue,1.81,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Product Engineering,Bedrock,13370.0,tokens
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Data Engineering,Redshift,4.05,hours
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Data Engineering,Athena,0.0174,TB
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Data Engineering,Glue,2.15,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,AI Engineering,Glue,1.23,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,AI Engineering,Athena,0.0045,TB
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,AI Engineering,EC2,3.48,hours
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,Bedrock,58219.0,tokens
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,S3,18.51,GB
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,Glue,2.65,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Business Analytics,Redshift,5.51,hours
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Business Analytics,S3,28.61,GB
2025-01-22,Wednesday,Week 4,Month 1,Analytics Platform,Business Analytics,EC2,5.1,hours
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Product Engineering,Bedrock,31373.0,tokens
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Product Engineering,Lambda,30278.0,requests
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Product Engineering,EC2,6.06,hours
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Data Engineering,S3,42.57,GB
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Data Engineering,Bedrock,66743.0,tokens
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Data Engineering,CloudWatch,14.06,GB
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,AI Engineering,CloudWatch,49.97,GB
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,AI Engineering,Athena,0.0043,TB
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,AI Engineering,S3,49.01,GB
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,Lambda,9372.0,requests
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,CloudWatch,13.18,GB
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,S3,23.49,GB
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Business Analytics,Glue,1.6,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Business Analytics,Bedrock,73467.0,tokens
2025-01-22,Wednesday,Week 4,Month 1,AI Assistant,Business Analytics,EC2,5.44,hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Product Engineering,Glue,2.64,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Product Engineering,EC2,6.07,hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Product Engineering,Redshift,1.72,hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Data Engineering,EC2,7.72,hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Data Engineering,Glue,2.26,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Data Engineering,Athena,0.0145,TB
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,AI Engineering,EC2,6.7,hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,AI Engineering,Athena,0.0065,TB
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,AI Engineering,CloudWatch,48.66,GB
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Platform / Cloud Operations,Lambda,23047.0,requests
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Platform / Cloud Operations,EC2,2.76,hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Platform / Cloud Operations,Athena,0.0059,TB
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Business Analytics,Glue,3.69,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Business Analytics,CloudWatch,44.71,GB
2025-01-22,Wednesday,Week 4,Month 1,Internal Data Platform,Business Analytics,Redshift,2.2,hours
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Product Engineering,CloudWatch,25.7,GB
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Product Engineering,Athena,0.0131,TB
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Product Engineering,Bedrock,72086.0,tokens
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Data Engineering,CloudWatch,48.23,GB
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Data Engineering,S3,13.61,GB
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Data Engineering,Athena,0.0037,TB
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,AI Engineering,EC2,1.73,hours
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,AI Engineering,Lambda,35260.0,requests
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,AI Engineering,Athena,0.0074,TB
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Platform / Cloud Operations,Lambda,10735.0,requests
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Platform / Cloud Operations,S3,6.46,GB
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Platform / Cloud Operations,Redshift,5.47,hours
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Business Analytics,Glue,0.98,DPU_hours
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Business Analytics,S3,48.05,GB
2025-01-22,Wednesday,Week 4,Month 1,Innovation Lab Projects,Business Analytics,Athena,0.0172,TB
2025-01-23,Thursday,Week 4,Month 1,Customer App,Product Engineering,S3,38.94,GB
2025-01-23,Thursday,Week 4,Month 1,Customer App,Product Engineering,CloudWatch,27.28,GB
2025-01-23,Thursday,Week 4,Month 1,Customer App,Product Engineering,Glue,3.5,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,Customer App,Data Engineering,Athena,0.0136,TB
2025-01-23,Thursday,Week 4,Month 1,Customer App,Data Engineering,Redshift,1.52,hours
2025-01-23,Thursday,Week 4,Month 1,Customer App,Data Engineering,Lambda,39307.0,requests
2025-01-23,Thursday,Week 4,Month 1,Customer App,AI Engineering,Lambda,26179.0,requests
2025-01-23,Thursday,Week 4,Month 1,Customer App,AI Engineering,Glue,4.18,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,Customer App,AI Engineering,EC2,3.33,hours
2025-01-23,Thursday,Week 4,Month 1,Customer App,Platform / Cloud Operations,S3,9.52,GB
2025-01-23,Thursday,Week 4,Month 1,Customer App,Platform / Cloud Operations,Bedrock,10293.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Customer App,Platform / Cloud Operations,Lambda,10509.0,requests
2025-01-23,Thursday,Week 4,Month 1,Customer App,Business Analytics,Athena,0.0057,TB
2025-01-23,Thursday,Week 4,Month 1,Customer App,Business Analytics,EC2,7.83,hours
2025-01-23,Thursday,Week 4,Month 1,Customer App,Business Analytics,Bedrock,90036.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Product Engineering,EC2,3.95,hours
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Product Engineering,CloudWatch,16.5,GB
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Product Engineering,Athena,0.0154,TB
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Data Engineering,Athena,0.0074,TB
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Data Engineering,S3,42.3,GB
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Data Engineering,Glue,4.29,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,AI Engineering,Athena,0.0022,TB
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,AI Engineering,CloudWatch,15.58,GB
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,AI Engineering,Lambda,17038.0,requests
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,CloudWatch,9.82,GB
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,S3,45.46,GB
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,Bedrock,9768.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Business Analytics,EC2,2.03,hours
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Business Analytics,Lambda,34553.0,requests
2025-01-23,Thursday,Week 4,Month 1,Analytics Platform,Business Analytics,Athena,0.0139,TB
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Product Engineering,EC2,6.16,hours
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Product Engineering,Redshift,6.41,hours
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Product Engineering,CloudWatch,7.48,GB
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Data Engineering,Bedrock,94643.0,tokens
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Data Engineering,S3,31.84,GB
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Data Engineering,Athena,0.003,TB
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,AI Engineering,Redshift,5.8,hours
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,AI Engineering,S3,45.03,GB
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,AI Engineering,Glue,3.89,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,Glue,2.35,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,Redshift,1.84,hours
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,Athena,0.0128,TB
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Business Analytics,Lambda,36713.0,requests
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Business Analytics,Athena,0.0092,TB
2025-01-23,Thursday,Week 4,Month 1,AI Assistant,Business Analytics,CloudWatch,42.77,GB
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Product Engineering,S3,5.73,GB
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Product Engineering,Lambda,2290.0,requests
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Product Engineering,Redshift,3.81,hours
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Data Engineering,Bedrock,97566.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Data Engineering,CloudWatch,25.88,GB
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Data Engineering,Athena,0.0103,TB
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,AI Engineering,Bedrock,76647.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,AI Engineering,Glue,1.17,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,AI Engineering,EC2,4.85,hours
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Platform / Cloud Operations,Athena,0.0094,TB
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Platform / Cloud Operations,Bedrock,22905.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Platform / Cloud Operations,Glue,2.11,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Business Analytics,Athena,0.0109,TB
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Business Analytics,S3,45.34,GB
2025-01-23,Thursday,Week 4,Month 1,Internal Data Platform,Business Analytics,Bedrock,96297.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Product Engineering,Lambda,34130.0,requests
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Product Engineering,S3,23.45,GB
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Product Engineering,CloudWatch,11.36,GB
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Data Engineering,Bedrock,48202.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Data Engineering,CloudWatch,10.86,GB
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Data Engineering,Glue,1.64,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,AI Engineering,Lambda,7649.0,requests
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,AI Engineering,Bedrock,62573.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,AI Engineering,Redshift,1.21,hours
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Platform / Cloud Operations,Bedrock,32835.0,tokens
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Platform / Cloud Operations,Lambda,27614.0,requests
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Platform / Cloud Operations,Redshift,4.72,hours
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Business Analytics,Glue,1.84,DPU_hours
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Business Analytics,Athena,0.0033,TB
2025-01-23,Thursday,Week 4,Month 1,Innovation Lab Projects,Business Analytics,CloudWatch,22.36,GB
2025-01-24,Friday,Week 4,Month 1,Customer App,Product Engineering,S3,31.52,GB
2025-01-24,Friday,Week 4,Month 1,Customer App,Product Engineering,Bedrock,66433.0,tokens
2025-01-24,Friday,Week 4,Month 1,Customer App,Product Engineering,CloudWatch,30.95,GB
2025-01-24,Friday,Week 4,Month 1,Customer App,Data Engineering,CloudWatch,34.16,GB
2025-01-24,Friday,Week 4,Month 1,Customer App,Data Engineering,Glue,0.55,DPU_hours
2025-01-24,Friday,Week 4,Month 1,Customer App,Data Engineering,Bedrock,32351.0,tokens
2025-01-24,Friday,Week 4,Month 1,Customer App,AI Engineering,CloudWatch,21.51,GB
2025-01-24,Friday,Week 4,Month 1,Customer App,AI Engineering,Lambda,23124.0,requests
2025-01-24,Friday,Week 4,Month 1,Customer App,AI Engineering,EC2,5.82,hours
2025-01-24,Friday,Week 4,Month 1,Customer App,Platform / Cloud Operations,Redshift,7.61,hours
2025-01-24,Friday,Week 4,Month 1,Customer App,Platform / Cloud Operations,S3,10.33,GB
2025-01-24,Friday,Week 4,Month 1,Customer App,Platform / Cloud Operations,Lambda,31136.0,requests
2025-01-24,Friday,Week 4,Month 1,Customer App,Business Analytics,Glue,3.49,DPU_hours
2025-01-24,Friday,Week 4,Month 1,Customer App,Business Analytics,Lambda,5822.0,requests
2025-01-24,Friday,Week 4,Month 1,Customer App,Business Analytics,EC2,4.9,hours
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Product Engineering,Glue,0.78,DPU_hours
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Product Engineering,S3,10.39,GB
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Product Engineering,Bedrock,48311.0,tokens
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Data Engineering,Bedrock,92693.0,tokens
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Data Engineering,Athena,0.0168,TB
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Data Engineering,Redshift,4.84,hours
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,AI Engineering,S3,42.52,GB
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,AI Engineering,Redshift,7.39,hours
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,AI Engineering,Glue,4.23,DPU_hours
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,CloudWatch,28.18,GB
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,Glue,4.71,DPU_hours
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Platform / Cloud Operations,Bedrock,94647.0,tokens
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Business Analytics,Athena,0.0017,TB
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Business Analytics,S3,24.05,GB
2025-01-24,Friday,Week 4,Month 1,Analytics Platform,Business Analytics,Bedrock,53174.0,tokens
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Product Engineering,Lambda,14976.0,requests
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Product Engineering,S3,46.85,GB
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Product Engineering,EC2,6.91,hours
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Data Engineering,EC2,4.34,hours
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Data Engineering,Lambda,35198.0,requests
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Data Engineering,Redshift,2.93,hours
2025-01-24,Friday,Week 4,Month 1,AI Assistant,AI Engineering,Redshift,4.27,hours
2025-01-24,Friday,Week 4,Month 1,AI Assistant,AI Engineering,EC2,3.34,hours
2025-01-24,Friday,Week 4,Month 1,AI Assistant,AI Engineering,CloudWatch,14.44,GB
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,Bedrock,81314.0,tokens
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,Lambda,11698.0,requests
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Platform / Cloud Operations,Redshift,3.73,hours
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Business Analytics,Bedrock,56614.0,tokens
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Business Analytics,S3,32.4,GB
2025-01-24,Friday,Week 4,Month 1,AI Assistant,Business Analytics,Redshift,5.03,hours
2025-01-24,Friday,Week 4,Month 1,Internal Data Platform,Product Engineering,Bedrock,19545.0,tokens
2025-01-24,Friday,Week 4,Month 1,Internal Data Platform,Product Engineering,CloudWatch,33.05,GB
2025-01-24,Friday,Week 4,Month 1,Internal Data Platform,Product Engineering,Glue,4.58,DPU_hours
2025-01-24,Friday,Week 4,Month 1,Internal Data Platform,Data Engineering,Redshift,5.07,hours
2025-01-24,Friday,Week 4,Month 1,Internal Data Platform,Data Engineering,Bedrock,63773.0,tokens
2025-01-24,Friday,Week 4,Month 1,Internal Data Platform,Data Engineering,S3,42.31,GB
2025-01-24,Friday,Week 4,Month 1,Internal Data Platform,AI Engineering,Athena,0.005,TB
