date,day,week,month,product,division,Actual Cost,Date,Day,Week,Month,Product,Division,Allocated Budget ($),Actual Cost ($),Variance ($),Variance %,Target Overage vs Budget %,Variance Recomputed,Variance % Recomputed
2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,AI Engineering,43.2504,2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,AI Engineering,39.86,43.25,3.39,8.5,8.5,3.3903999999999996,8.505770195684896
2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,Business Analytics,115.2072,2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,Business Analytics,108.18,115.21,7.03,6.5,6.5,7.0271999999999935,6.495840266222955
2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,Data Engineering,7.005300000000001,2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,Data Engineering,6.52,7.01,0.49,7.5,7.5,0.4853000000000014,7.4432515337423535
2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,0.550469,2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,0.51,0.55,0.04,8.0,8.0,0.04046899999999998,7.935098039215682
2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,Product Engineering,8.7219192,2025-01-09,Thursday,Week 2,Month 1,Internal Data Platform,Product Engineering,8.15,8.72,0.57,7.0,7.0,0.5719192,7.017413496932515
2025-01-10,Friday,Week 2,Month 1,AI Assistant,AI Engineering,0.6055104,2025-01-10,Friday,Week 2,Month 1,AI Assistant,AI Engineering,0.54,0.61,0.06,11.5,11.5,0.06551039999999997,12.131555555555549
2025-01-10,Friday,Week 2,Month 1,AI Assistant,Business Analytics,66.2615,2025-01-10,Friday,Week 2,Month 1,AI Assistant,Business Analytics,60.51,66.26,5.75,9.5,9.5,5.7515,9.505040489175345
2025-01-10,Friday,Week 2,Month 1,AI Assistant,Data Engineering,4.634900000000001,2025-01-10,Friday,Week 2,Month 1,AI Assistant,Data Engineering,4.19,4.63,0.44,10.5,10.5,0.4449000000000005,10.618138424821014
2025-01-10,Friday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,11.4461,2025-01-10,Friday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,10.31,11.45,1.13,11.0,11.0,1.136099999999999,11.019398642095043
2025-01-10,Friday,Week 2,Month 1,AI Assistant,Product Engineering,101.6235,2025-01-10,Friday,Week 2,Month 1,AI Assistant,Product Engineering,92.39,101.62,9.24,10.0,10.0,9.233500000000006,9.994046974780828
2025-01-10,Friday,Week 2,Month 1,Analytics Platform,AI Engineering,197.50544,2025-01-10,Friday,Week 2,Month 1,Analytics Platform,AI Engineering,184.58,197.51,12.92,7.0,7.0,12.92543999999998,7.002622169249095
2025-01-10,Friday,Week 2,Month 1,Analytics Platform,Business Analytics,0.79616,2025-01-10,Friday,Week 2,Month 1,Analytics Platform,Business Analytics,0.76,0.8,0.04,5.0,5.0,0.03615999999999997,4.757894736842101
2025-01-10,Friday,Week 2,Month 1,Analytics Platform,Data Engineering,3.538,2025-01-10,Friday,Week 2,Month 1,Analytics Platform,Data Engineering,3.34,3.54,0.2,6.0,6.0,0.19799999999999995,5.928143712574849
2025-01-10,Friday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,1.9312,2025-01-10,Friday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,1.81,1.93,0.12,6.5,6.5,0.12119999999999997,6.696132596685081
2025-01-10,Friday,Week 2,Month 1,Analytics Platform,Product Engineering,83.07124979999999,2025-01-10,Friday,Week 2,Month 1,Analytics Platform,Product Engineering,78.74,83.07,4.33,5.5,5.5,4.331249799999995,5.500698247396488
2025-01-10,Friday,Week 2,Month 1,Customer App,AI Engineering,139.67340000000002,2025-01-10,Friday,Week 2,Month 1,Customer App,AI Engineering,132.39,139.67,7.28,5.5,5.5,7.283400000000029,5.501472920915499
2025-01-10,Friday,Week 2,Month 1,Customer App,Business Analytics,15.645389999999999,2025-01-10,Friday,Week 2,Month 1,Customer App,Business Analytics,15.12,15.65,0.53,3.5,3.5,0.5253899999999998,3.4748015873015863
2025-01-10,Friday,Week 2,Month 1,Customer App,Data Engineering,1.5082600000000002,2025-01-10,Friday,Week 2,Month 1,Customer App,Data Engineering,1.44,1.51,0.06,4.5,4.5,0.06826000000000021,4.740277777777792
2025-01-10,Friday,Week 2,Month 1,Customer App,Platform / Cloud Operations,138.01002,2025-01-10,Friday,Week 2,Month 1,Customer App,Platform / Cloud Operations,131.44,138.01,6.57,5.0,5.0,6.5700199999999995,4.998493609251369
2025-01-10,Friday,Week 2,Month 1,Customer App,Product Engineering,1.2749000000000001,2025-01-10,Friday,Week 2,Month 1,Customer App,Product Engineering,1.23,1.27,0.05,4.0,4.0,0.04490000000000016,3.650406504065054
2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,2.7590000000000003,2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,2.43,2.76,0.33,13.5,13.5,0.3290000000000002,13.539094650205769
2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,1.485043,2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,1.33,1.49,0.15,11.5,11.5,0.15504299999999982,11.657368421052619
2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,25.835600000000003,2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,22.96,25.84,2.87,12.5,12.5,2.875600000000002,12.524390243902447
2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,18.194,2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,16.1,18.19,2.09,13.0,13.0,2.0939999999999976,13.006211180124208
2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,7.6898,2025-01-10,Friday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,6.87,7.69,0.82,12.0,12.0,0.8197999999999999,11.933042212518192
2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,AI Engineering,8.7221,2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,AI Engineering,8.04,8.72,0.68,8.5,8.5,0.6821000000000002,8.483830845771147
2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,Business Analytics,170.68731000000002,2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,Business Analytics,160.27,170.69,10.42,6.5,6.5,10.417310000000015,6.499850252698581
2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,Data Engineering,33.927525200000005,2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,Data Engineering,31.56,33.93,2.37,7.5,7.5,2.3675252000000064,7.501664131812441
2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,120.312,2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,111.4,120.31,8.91,8.0,8.0,8.911999999999992,7.999999999999992
2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,Product Engineering,40.190400000000004,2025-01-10,Friday,Week 2,Month 1,Internal Data Platform,Product Engineering,37.56,40.19,2.63,7.0,7.0,2.6304000000000016,7.003194888178918
2025-01-11,Saturday,Week 2,Month 1,AI Assistant,AI Engineering,61.601,2025-01-11,Saturday,Week 2,Month 1,AI Assistant,AI Engineering,55.25,61.6,6.35,11.5,11.5,6.350999999999999,11.495022624434387
2025-01-11,Saturday,Week 2,Month 1,AI Assistant,Business Analytics,178.7064,2025-01-11,Saturday,Week 2,Month 1,AI Assistant,Business Analytics,163.2,178.71,15.5,9.5,9.5,15.506400000000014,9.501470588235303
2025-01-11,Saturday,Week 2,Month 1,AI Assistant,Data Engineering,47.48995000000001,2025-01-11,Saturday,Week 2,Month 1,AI Assistant,Data Engineering,42.98,47.49,4.51,10.5,10.5,4.509950000000011,10.493136342484902
2025-01-11,Saturday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,179.221573,2025-01-11,Saturday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,161.46,179.22,17.76,11.0,11.0,17.761573,11.000602626037407
2025-01-11,Saturday,Week 2,Month 1,AI Assistant,Product Engineering,21.9427978,2025-01-11,Saturday,Week 2,Month 1,AI Assistant,Product Engineering,19.95,21.94,1.99,10.0,10.0,1.9927978000000017,9.988961403508782
2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,AI Engineering,177.06320000000002,2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,AI Engineering,165.48,177.06,11.58,7.0,7.0,11.583200000000033,6.999758278946117
2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,Business Analytics,16.0909,2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,Business Analytics,15.32,16.09,0.77,5.0,5.0,0.770900000000001,5.031984334203662
2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,Data Engineering,5.4390236000000005,2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,Data Engineering,5.13,5.44,0.31,6.0,6.0,0.3090236000000006,6.023851851851864
2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,19.8952,2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,18.68,19.9,1.21,6.5,6.5,1.2151999999999994,6.505353319057813
2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,Product Engineering,28.3226,2025-01-11,Saturday,Week 2,Month 1,Analytics Platform,Product Engineering,26.85,28.32,1.48,5.5,5.5,1.4726,5.484543761638734
2025-01-11,Saturday,Week 2,Month 1,Customer App,AI Engineering,6.284800000000001,2025-01-11,Saturday,Week 2,Month 1,Customer App,AI Engineering,5.96,6.28,0.33,5.5,5.5,0.32480000000000064,5.449664429530212
2025-01-11,Saturday,Week 2,Month 1,Customer App,Business Analytics,3.5391064,2025-01-11,Saturday,Week 2,Month 1,Customer App,Business Analytics,3.42,3.54,0.12,3.5,3.5,0.11910640000000017,3.4826432748538063
2025-01-11,Saturday,Week 2,Month 1,Customer App,Data Engineering,4.4620866,2025-01-11,Saturday,Week 2,Month 1,Customer App,Data Engineering,4.27,4.46,0.19,4.5,4.5,0.19208660000000055,4.49851522248245
2025-01-11,Saturday,Week 2,Month 1,Customer App,Platform / Cloud Operations,7.4586106,2025-01-11,Saturday,Week 2,Month 1,Customer App,Platform / Cloud Operations,7.1,7.46,0.36,5.0,5.0,0.35861060000000045,5.050853521126767
2025-01-11,Saturday,Week 2,Month 1,Customer App,Product Engineering,89.34475000000002,2025-01-11,Saturday,Week 2,Month 1,Customer App,Product Engineering,85.91,89.34,3.44,4.0,4.0,3.4347500000000224,3.998079385403355
2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,6.77328,2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,5.97,6.77,0.81,13.5,13.5,0.80328,13.455276381909547
2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,41.578399999999995,2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,37.29,41.58,4.29,11.5,11.5,4.288399999999996,11.50013408420487
2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,2.8575616000000004,2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,2.54,2.86,0.32,12.5,12.5,0.31756160000000033,12.502425196850405
2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,44.683781,2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,39.54,44.68,5.14,13.0,13.0,5.143781000000004,13.009056651492171
2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,105.6128,2025-01-11,Saturday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,94.3,105.61,11.32,12.0,12.0,11.312799999999996,11.996606574761396
2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,AI Engineering,0.41712,2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,AI Engineering,0.38,0.42,0.03,8.5,8.5,0.037119999999999986,9.768421052631576
2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,Business Analytics,41.9704454,2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,Business Analytics,39.41,41.97,2.56,6.5,6.5,2.560445400000006,6.496943415376824
2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,Data Engineering,0.7075716000000001,2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,Data Engineering,0.66,0.71,0.05,7.5,7.5,0.04757160000000005,7.207818181818189
2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,109.54402780000001,2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,101.43,109.54,8.11,8.0,8.0,8.114027800000002,7.999633047421869
2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,Product Engineering,1.5587894,2025-01-11,Saturday,Week 2,Month 1,Internal Data Platform,Product Engineering,1.46,1.56,0.1,7.0,7.0,0.09878940000000003,6.766397260273975
2025-01-12,Sunday,Week 2,Month 1,AI Assistant,AI Engineering,1.5236312,2025-01-12,Sunday,Week 2,Month 1,AI Assistant,AI Engineering,1.37,1.52,0.16,11.5,11.5,0.15363119999999997,11.213956204379558
2025-01-12,Sunday,Week 2,Month 1,AI Assistant,Business Analytics,0.7228075999999999,2025-01-12,Sunday,Week 2,Month 1,AI Assistant,Business Analytics,0.66,0.72,0.06,9.5,9.5,0.06280759999999985,9.516303030303007
2025-01-12,Sunday,Week 2,Month 1,AI Assistant,Data Engineering,54.658,2025-01-12,Sunday,Week 2,Month 1,AI Assistant,Data Engineering,49.46,54.66,5.19,10.5,10.5,5.198,10.509502628386576
2025-01-12,Sunday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,10.985,2025-01-12,Sunday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,9.9,10.99,1.09,11.0,11.0,1.084999999999999,10.95959595959595
2025-01-12,Sunday,Week 2,Month 1,AI Assistant,Product Engineering,26.3838,2025-01-12,Sunday,Week 2,Month 1,AI Assistant,Product Engineering,23.99,26.38,2.4,10.0,10.0,2.3938000000000024,9.978324301792425
2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,AI Engineering,16.250510000000002,2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,AI Engineering,15.19,16.25,1.06,7.0,7.0,1.0605100000000025,6.981632653061241
2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,Business Analytics,6.8831999999999995,2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,Business Analytics,6.56,6.88,0.33,5.0,5.0,0.32319999999999993,4.926829268292683
2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,Data Engineering,88.01344040000001,2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,Data Engineering,83.03,88.01,4.98,6.0,6.0,4.983440400000006,6.001975671444064
2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,4.966372000000001,2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,4.66,4.97,0.3,6.5,6.5,0.30637200000000053,6.574506437768251
2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,Product Engineering,136.23940000000002,2025-01-12,Sunday,Week 2,Month 1,Analytics Platform,Product Engineering,129.14,136.24,7.1,5.5,5.5,7.099400000000031,5.49744463373086
2025-01-12,Sunday,Week 2,Month 1,Customer App,AI Engineering,1.2050812,2025-01-12,Sunday,Week 2,Month 1,Customer App,AI Engineering,1.14,1.21,0.06,5.5,5.5,0.06508120000000006,5.708877192982461
2025-01-12,Sunday,Week 2,Month 1,Customer App,Business Analytics,15.6462,2025-01-12,Sunday,Week 2,Month 1,Customer App,Business Analytics,15.12,15.65,0.53,3.5,3.5,0.5262000000000011,3.4801587301587373
2025-01-12,Sunday,Week 2,Month 1,Customer App,Data Engineering,170.17919999999998,2025-01-12,Sunday,Week 2,Month 1,Customer App,Data Engineering,162.85,170.18,7.33,4.5,4.5,7.329199999999986,4.5005833589192425
2025-01-12,Sunday,Week 2,Month 1,Customer App,Platform / Cloud Operations,12.229000000000001,2025-01-12,Sunday,Week 2,Month 1,Customer App,Platform / Cloud Operations,11.65,12.23,0.58,5.0,5.0,0.5790000000000006,4.96995708154507
2025-01-12,Sunday,Week 2,Month 1,Customer App,Product Engineering,25.839299999999998,2025-01-12,Sunday,Week 2,Month 1,Customer App,Product Engineering,24.85,25.84,0.99,4.0,4.0,0.9892999999999965,3.981086519114674
2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,65.88430000000001,2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,58.05,65.88,7.84,13.5,13.5,7.834300000000013,13.495779500430686
2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,80.81451,2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,72.48,80.81,8.34,11.5,11.5,8.334509999999995,11.499048013245025
2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,19.1965,2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,17.06,19.2,2.13,12.5,12.5,2.1365000000000016,12.523446658851123
2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,5.308398199999999,2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,4.7,5.31,0.61,13.0,13.0,0.608398199999999,12.944642553191468
2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,36.9855,2025-01-12,Sunday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,33.02,36.99,3.96,12.0,12.0,3.9654999999999987,12.009388249545724
2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,AI Engineering,3.2155,2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,AI Engineering,2.96,3.22,0.25,8.5,8.5,0.25550000000000006,8.631756756756758
2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,Business Analytics,16.6163,2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,Business Analytics,15.6,16.62,1.01,6.5,6.5,1.0162999999999993,6.514743589743585
2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,Data Engineering,30.951169999999998,2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,Data Engineering,28.79,30.95,2.16,7.5,7.5,2.1611699999999985,7.506668982285511
2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,1.7121,2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,1.59,1.71,0.13,8.0,8.0,0.12209999999999988,7.67924528301886
2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,Product Engineering,1.2431510000000001,2025-01-12,Sunday,Week 2,Month 1,Internal Data Platform,Product Engineering,1.16,1.24,0.08,7.0,7.0,0.0831510000000002,7.168189655172432
2025-01-13,Monday,Week 2,Month 1,AI Assistant,AI Engineering,0.6122088,2025-01-13,Monday,Week 2,Month 1,AI Assistant,AI Engineering,0.55,0.61,0.06,11.5,11.5,0.06220879999999995,11.3106909090909
2025-01-13,Monday,Week 2,Month 1,AI Assistant,Business Analytics,25.7124,2025-01-13,Monday,Week 2,Month 1,AI Assistant,Business Analytics,23.48,25.71,2.23,9.5,9.5,2.2323999999999984,9.507666098807489
2025-01-13,Monday,Week 2,Month 1,AI Assistant,Data Engineering,10.193200000000001,2025-01-13,Monday,Week 2,Month 1,AI Assistant,Data Engineering,9.22,10.19,0.97,10.5,10.5,0.9732000000000003,10.555314533622562
2025-01-13,Monday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,0.9559614,2025-01-13,Monday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,0.86,0.96,0.09,11.0,11.0,0.09596139999999997,11.158302325581392
2025-01-13,Monday,Week 2,Month 1,AI Assistant,Product Engineering,16.40452,2025-01-13,Monday,Week 2,Month 1,AI Assistant,Product Engineering,14.91,16.4,1.49,10.0,10.0,1.4945200000000014,10.023608316566072
2025-01-13,Monday,Week 2,Month 1,Analytics Platform,AI Engineering,14.325800000000001,2025-01-13,Monday,Week 2,Month 1,Analytics Platform,AI Engineering,13.39,14.33,0.94,7.0,7.0,0.9358000000000004,6.988797610156835
2025-01-13,Monday,Week 2,Month 1,Analytics Platform,Business Analytics,1.353244,2025-01-13,Monday,Week 2,Month 1,Analytics Platform,Business Analytics,1.29,1.35,0.06,5.0,5.0,0.06324399999999986,4.9026356589147175
2025-01-13,Monday,Week 2,Month 1,Analytics Platform,Data Engineering,0.5963923999999999,2025-01-13,Monday,Week 2,Month 1,Analytics Platform,Data Engineering,0.56,0.6,0.03,6.0,6.0,0.03639239999999988,6.498642857142835
2025-01-13,Monday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,1.41491,2025-01-13,Monday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,1.33,1.41,0.09,6.5,6.5,0.08490999999999982,6.384210526315775
2025-01-13,Monday,Week 2,Month 1,Analytics Platform,Product Engineering,20.765259999999998,2025-01-13,Monday,Week 2,Month 1,Analytics Platform,Product Engineering,19.68,20.77,1.08,5.5,5.5,1.0852599999999981,5.514532520325194
2025-01-13,Monday,Week 2,Month 1,Customer App,AI Engineering,7.623560000000001,2025-01-13,Monday,Week 2,Month 1,Customer App,AI Engineering,7.23,7.62,0.4,5.5,5.5,0.3935600000000008,5.443430152143856
2025-01-13,Monday,Week 2,Month 1,Customer App,Business Analytics,8.6464,2025-01-13,Monday,Week 2,Month 1,Customer App,Business Analytics,8.35,8.65,0.29,3.5,3.5,0.2964000000000002,3.549700598802398
2025-01-13,Monday,Week 2,Month 1,Customer App,Data Engineering,4.829400000000001,2025-01-13,Monday,Week 2,Month 1,Customer App,Data Engineering,4.62,4.83,0.21,4.5,4.5,0.20940000000000047,4.5324675324675425
2025-01-13,Monday,Week 2,Month 1,Customer App,Platform / Cloud Operations,2.29725,2025-01-13,Monday,Week 2,Month 1,Customer App,Platform / Cloud Operations,2.19,2.3,0.11,5.0,5.0,0.10725000000000007,4.8972602739726065
2025-01-13,Monday,Week 2,Month 1,Customer App,Product Engineering,9.31645,2025-01-13,Monday,Week 2,Month 1,Customer App,Product Engineering,8.96,9.32,0.36,4.0,4.0,0.3564499999999988,3.978236607142844
2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,42.41122,2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,37.37,42.41,5.04,13.5,13.5,5.041220000000003,13.490018731602898
2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,6.9696,2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,6.25,6.97,0.72,11.5,11.5,0.7195999999999998,11.513599999999997
2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,217.371,2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,193.22,217.37,24.15,12.5,12.5,24.15100000000001,12.499223682848571
2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,130.22011,2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,115.24,130.22,14.98,13.0,13.0,14.98011000000001,12.999054147865335
2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,16.0915,2025-01-13,Monday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,14.37,16.09,1.72,12.0,12.0,1.7215000000000007,11.979819067501746
2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,AI Engineering,3.7507,2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,AI Engineering,3.46,3.75,0.29,8.5,8.5,0.2907000000000002,8.401734104046248
2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,Business Analytics,21.75428,2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,Business Analytics,20.43,21.75,1.33,6.5,6.5,1.3242800000000017,6.482036221243279
2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,Data Engineering,0.3126318,2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,Data Engineering,0.29,0.31,0.02,7.5,7.5,0.022631800000000035,7.804068965517254
2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,20.283372800000002,2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,18.78,20.28,1.5,8.0,8.0,1.503372800000001,8.00517997870075
2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,Product Engineering,57.964270000000006,2025-01-13,Monday,Week 2,Month 1,Internal Data Platform,Product Engineering,54.17,57.96,3.79,7.0,7.0,3.7942700000000045,7.004375115377523
2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,AI Engineering,18.2532,2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,AI Engineering,16.37,18.25,1.88,11.5,11.5,1.8831999999999987,11.503970678069631
2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,Business Analytics,18.8466,2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,Business Analytics,17.21,18.85,1.64,9.5,9.5,1.6365999999999978,9.509587449157454
2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,Data Engineering,11.875680000000001,2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,Data Engineering,10.75,11.88,1.13,10.5,10.5,1.125680000000001,10.471441860465125
2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,9.317100000000002,2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,8.39,9.32,0.92,11.0,11.0,0.9271000000000011,11.050059594755675
2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,Product Engineering,5.2961326,2025-01-14,Tuesday,Week 2,Month 1,AI Assistant,Product Engineering,4.81,5.3,0.48,10.0,10.0,0.48613260000000036,10.106706860706868
2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,AI Engineering,68.4298,2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,AI Engineering,63.95,68.43,4.48,7.0,7.0,4.479799999999997,7.005160281469894
2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,Business Analytics,160.8401,2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,Business Analytics,153.18,160.84,7.66,5.0,5.0,7.6601,5.000718109413762
2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,Data Engineering,7.5216,2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,Data Engineering,7.1,7.52,0.43,6.0,6.0,0.42160000000000064,5.9380281690140935
2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,63.4294888,2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,59.56,63.43,3.87,6.5,6.5,3.869488799999999,6.496791134989925
2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,Product Engineering,115.51481820000001,2025-01-14,Tuesday,Week 2,Month 1,Analytics Platform,Product Engineering,109.49,115.51,6.02,5.5,5.5,6.024818200000013,5.502619599963479
2025-01-14,Tuesday,Week 2,Month 1,Customer App,AI Engineering,1.1882698,2025-01-14,Tuesday,Week 2,Month 1,Customer App,AI Engineering,1.13,1.19,0.06,5.5,5.5,0.05826980000000015,5.1566194690265625
2025-01-14,Tuesday,Week 2,Month 1,Customer App,Business Analytics,35.111446400000005,2025-01-14,Tuesday,Week 2,Month 1,Customer App,Business Analytics,33.92,35.11,1.19,3.5,3.5,1.1914464000000038,3.512518867924539
